Frame,Time,Landmark_0_X,Landmark_0_Y,Landmark_0_Z,Landmark_1_X,Landmark_1_Y,Landmark_1_Z,Landmark_2_X,Landmark_2_Y,Landmark_2_Z,Landmark_3_X,Landmark_3_Y,Landmark_3_Z,Landmark_4_X,Landmark_4_Y,Landmark_4_Z,Landmark_5_X,Landmark_5_Y,Landmark_5_Z,Landmark_6_X,Landmark_6_Y,Landmark_6_Z,Landmark_7_X,Landmark_7_Y,Landmark_7_Z,Landmark_8_X,Landmark_8_Y,Landmark_8_Z,Landmark_9_X,Landmark_9_Y,Landmark_9_Z,Landmark_10_X,Landmark_10_Y,Landmark_10_Z,Landmark_11_X,Landmark_11_Y,Landmark_11_Z,Landmark_12_X,Landmark_12_Y,Landmark_12_Z,Landmark_13_X,Landmark_13_Y,Landmark_13_Z,Landmark_14_X,Landmark_14_Y,Landmark_14_Z,Landmark_15_X,Landmark_15_Y,Landmark_15_Z,Landmark_16_X,Landmark_16_Y,Landmark_16_Z,Landmark_17_X,Landmark_17_Y,Landmark_17_Z,Landmark_18_X,Landmark_18_Y,Landmark_18_Z,Landmark_19_X,Landmark_19_Y,Landmark_19_Z,Landmark_20_X,Landmark_20_Y,Landmark_20_Z
10,0.16677471636952998,0.5316991209983826,0.9494307041168213,1.4559704553107622e-08,0.6302545070648193,0.8903924226760864,-0.08476516604423523,0.663886547088623,0.8022792339324951,-0.1280880868434906,0.6644432544708252,0.7259759306907654,-0.16896682977676392,0.6780188083648682,0.6642035245895386,-0.21370859444141388,0.5178439021110535,0.7178824543952942,-0.04190478101372719,0.48211780190467834,0.6260239481925964,-0.08114642649888992,0.45063516497612,0.5724783539772034,-0.11694847047328949,0.41803544759750366,0.5277764797210693,-0.14390185475349426,0.43640634417533875,0.7284659147262573,-0.037550296634435654,0.35052037239074707,0.637847900390625,-0.07219620048999786,0.2856099009513855,0.5891807079315186,-0.11784030497074127,0.22775188088417053,0.5512480735778809,-0.15208843350410461,0.37520653009414673,0.7534222602844238,-0.045395635068416595,0.30146467685699463,0.6739189624786377,-0.08964040875434875,0.24925081431865692,0.6277346014976501,-0.14018754661083221,0.20482289791107178,0.5908038020133972,-0.17292745411396027,0.33132070302963257,0.7886637449264526,-0.06328077614307404,0.2682056427001953,0.7293944358825684,-0.10371262580156326,0.23195496201515198,0.6931840181350708,-0.13782824575901031,0.19963550567626953,0.6607018709182739,-0.1621175855398178
11,0.183452188006483,0.5241296887397766,0.9487953186035156,1.4252074187481867e-08,0.6220752596855164,0.8907864689826965,-0.09009021520614624,0.654273271560669,0.8049906492233276,-0.1350659430027008,0.6509631276130676,0.7294118404388428,-0.17612819373607635,0.6551522612571716,0.6683959364891052,-0.22047631442546844,0.5032267570495605,0.7221007347106934,-0.047425806522369385,0.4560202658176422,0.6274991035461426,-0.08546669781208038,0.4170847535133362,0.5733071565628052,-0.12015311419963837,0.3788014054298401,0.5286106467247009,-0.1462429314851761,0.4224209189414978,0.734496533870697,-0.03872104361653328,0.3242190182209015,0.6466041803359985,-0.07286125421524048,0.25276219844818115,0.6025567650794983,-0.11681899428367615,0.19229382276535034,0.569363534450531,-0.14870940148830414,0.3614814579486847,0.7600634098052979,-0.04223477095365524,0.2770634591579437,0.6837823390960693,-0.08560966700315475,0.21727880835533142,0.6400237679481506,-0.13614074885845184,0.16911238431930542,0.6056768298149109,-0.16802845895290375,0.31725382804870605,0.794660747051239,-0.05605176463723183,0.24762213230133057,0.7371881008148193,-0.09508801996707916,0.20683935284614563,0.702110230922699,-0.1297970712184906,0.17148485779762268,0.6709733009338379,-0.15404529869556427
12,0.200129659643436,0.5212365388870239,0.9445933103561401,1.2134718119227728e-08,0.6179652810096741,0.8886634707450867,-0.08132467418909073,0.6482329368591309,0.8059443235397339,-0.12309920787811279,0.6406610608100891,0.7323965430259705,-0.16209964454174042,0.644745945930481,0.6718593239784241,-0.20446434617042542,0.498531699180603,0.7235909700393677,-0.04206250235438347,0.44403940439224243,0.6302332878112793,-0.07649798691272736,0.400256872177124,0.5775258541107178,-0.10729673504829407,0.35826271772384644,0.5351029634475708,-0.1305878609418869,0.4204913079738617,0.7347846627235413,-0.03575803339481354,0.31665974855422974,0.6469783186912537,-0.06761101633310318,0.2403147667646408,0.6045339107513428,-0.10805568844079971,0.1746889352798462,0.5737118124961853,-0.136582612991333,0.36048293113708496,0.7588114142417908,-0.04055717960000038,0.2715654969215393,0.6803902983665466,-0.08190587908029556,0.20854070782661438,0.636958122253418,-0.1309322714805603,0.15656700730323792,0.603563666343689,-0.16117364168167114,0.31586721539497375,0.7920703887939453,-0.054518911987543106,0.2448989897966385,0.732404887676239,-0.0923248752951622,0.2026783525943756,0.695997953414917,-0.1265736073255539,0.16460466384887695,0.6646562218666077,-0.15013961493968964
13,0.21680713128038898,0.5210508108139038,0.9431970119476318,1.1075665717896754e-08,0.6164777278900146,0.8887807130813599,-0.08272496610879898,0.6477546691894531,0.8066288828849792,-0.12721216678619385,0.6434853076934814,0.7338786721229553,-0.1688375025987625,0.6542169451713562,0.6729516386985779,-0.21493294835090637,0.5029643177986145,0.7233366966247559,-0.054325640201568604,0.4550805687904358,0.6283950209617615,-0.09421272575855255,0.41300567984580994,0.5732828378677368,-0.1295868307352066,0.37247714400291443,0.5279417037963867,-0.15658830106258392,0.42489925026893616,0.7337198853492737,-0.04998152703046799,0.32416677474975586,0.6458953619003296,-0.08769901841878891,0.24793170392513275,0.6012217998504639,-0.1328914761543274,0.18184688687324524,0.567400336265564,-0.16585873067378998,0.364433228969574,0.757067084312439,-0.056230850517749786,0.27907827496528625,0.6788011789321899,-0.10327954590320587,0.21838751435279846,0.6332440972328186,-0.1572965383529663,0.16800865530967712,0.5967501997947693,-0.19170908629894257,0.31969356536865234,0.7894846796989441,-0.07130838185548782,0.2513132691383362,0.7288559079170227,-0.11467981338500977,0.21127641201019287,0.6909937858581543,-0.15325692296028137,0.1744147539138794,0.6573154926300049,-0.18057455122470856
14,0.233484602917342,0.5208033323287964,0.9444301128387451,8.933575657010806e-09,0.6246697902679443,0.8907807469367981,-0.09094980359077454,0.6613658666610718,0.8078001141548157,-0.13824355602264404,0.6596239805221558,0.7327044010162354,-0.1805214285850525,0.6704719662666321,0.6709144115447998,-0.22636310756206512,0.5167641639709473,0.7215678691864014,-0.06050190329551697,0.47954732179641724,0.6266547441482544,-0.10055519640445709,0.4464752972126007,0.5706413984298706,-0.13567103445529938,0.4137498140335083,0.5254974365234375,-0.1622353494167328,0.4360598027706146,0.7302700877189636,-0.05153346434235573,0.34656569361686707,0.641396164894104,-0.08629567176103592,0.2787603735923767,0.5932772755622864,-0.13086621463298798,0.2190709412097931,0.557213306427002,-0.16471543908119202,0.37365564703941345,0.7531892657279968,-0.053942155092954636,0.29672256112098694,0.6740979552268982,-0.09762431681156158,0.24158339202404022,0.6275618672370911,-0.15052837133407593,0.1962498426437378,0.5904937982559204,-0.18549886345863342,0.32693642377853394,0.7851434946060181,-0.06602399796247482,0.26386693120002747,0.7229389548301697,-0.10697513818740845,0.2254628986120224,0.6848701238632202,-0.14487040042877197,0.19168615341186523,0.6511541604995728,-0.1723034679889679
15,0.25016207455429496,0.526867687702179,0.9440922141075134,8.89979911988803e-09,0.6349434852600098,0.8914039134979248,-0.09682215005159378,0.6779283285140991,0.8065004348754883,-0.14577028155326843,0.6819199323654175,0.7302981019020081,-0.18864648044109344,0.6956860423088074,0.6688185930252075,-0.2347288280725479,0.5389599800109863,0.7193727493286133,-0.06376917660236359,0.5172815918922424,0.6247727870941162,-0.10583293437957764,0.493728369474411,0.568793773651123,-0.1415902078151703,0.46782225370407104,0.5228080749511719,-0.16847248375415802,0.45502471923828125,0.7263998985290527,-0.05298289656639099,0.3782767653465271,0.6337173581123352,-0.088932104408741,0.3185991644859314,0.5824092626571655,-0.13431574404239655,0.2647927701473236,0.5426821708679199,-0.16922299563884735,0.39020705223083496,0.7492074370384216,-0.05452374368906021,0.3200901448726654,0.6678218841552734,-0.098810113966465,0.2697989344596863,0.6200559139251709,-0.1517065167427063,0.22792141139507294,0.5811704397201538,-0.18692515790462494,0.3419559597969055,0.7816720008850098,-0.06640002876520157,0.28340351581573486,0.7179589867591858,-0.10763279348611832,0.24813605844974518,0.6787703037261963,-0.14564400911331177,0.21720457077026367,0.6433097124099731,-0.1732231080532074
16,0.266839546191248,0.5360975861549377,0.9391072988510132,7.678473856742585e-09,0.6502273082733154,0.887765645980835,-0.09816444665193558,0.6989485621452332,0.8032567501068115,-0.14831286668777466,0.7073789238929749,0.7280936241149902,-0.19285161793231964,0.72352534532547,0.6669310331344604,-0.24059359729290009,0.5607928037643433,0.7114036083221436,-0.06164085865020752,0.5494695901870728,0.616584837436676,-0.10472848266363144,0.5327292680740356,0.5607333183288574,-0.14183460175991058,0.5125181674957275,0.5141998529434204,-0.1697521060705185,0.47567933797836304,0.717165470123291,-0.05211334675550461,0.40881145000457764,0.621683657169342,-0.08825397491455078,0.35648804903030396,0.5672026872634888,-0.13569584488868713,0.30909302830696106,0.5235932469367981,-0.1724787801504135,0.4090312123298645,0.7395076751708984,-0.0556095726788044,0.34587806463241577,0.6554132699966431,-0.09956564009189606,0.30368077754974365,0.6036306619644165,-0.15407875180244446,0.2694341838359833,0.5606811046600342,-0.19117365777492523,0.3588813543319702,0.7723177671432495,-0.06975813955068588,0.30739206075668335,0.7073659300804138,-0.11054043471813202,0.27800440788269043,0.6666210889816284,-0.14886783063411713,0.2531648874282837,0.629149854183197,-0.1772087663412094
17,0.283517017828201,0.5375945568084717,0.9354254007339478,9.062874894993911e-09,0.6555322408676147,0.8849763870239258,-0.09168879687786102,0.7157267332077026,0.8030486106872559,-0.14259549975395203,0.7320513129234314,0.7290437817573547,-0.1883929967880249,0.7477884292602539,0.6683315634727478,-0.237399622797966,0.5855206847190857,0.7083272933959961,-0.0690467581152916,0.5779258012771606,0.6112775206565857,-0.11344963312149048,0.5631776452064514,0.5545896887779236,-0.14978885650634766,0.5448619723320007,0.5069881677627563,-0.17704401910305023,0.4985971450805664,0.7127816677093506,-0.0629829540848732,0.43888384103775024,0.613898754119873,-0.10074876993894577,0.39256101846694946,0.5577731132507324,-0.14623482525348663,0.3505440652370453,0.5122185945510864,-0.18166129291057587,0.42889857292175293,0.7336371541023254,-0.06816025078296661,0.37266743183135986,0.6463186144828796,-0.11211863160133362,0.33548182249069214,0.5925917029380798,-0.16375750303268433,0.3056168556213379,0.5484825372695923,-0.19912034273147583,0.37447696924209595,0.7648358345031738,-0.08312355726957321,0.3293200433254242,0.6973236203193665,-0.12284468859434128,0.3041478395462036,0.6553699970245361,-0.15893977880477905,0.28334543108940125,0.6169606447219849,-0.18591637909412384
18,0.300194489465154,0.5354635119438171,0.9322669506072998,8.677606189166909e-09,0.6562483906745911,0.8832435011863708,-0.08286097645759583,0.7200806140899658,0.80350261926651,-0.1311071515083313,0.7381755113601685,0.7313944101333618,-0.17583422362804413,0.7572247982025146,0.6715500354766846,-0.22402501106262207,0.5989028811454773,0.7051482796669006,-0.06489105522632599,0.5972545146942139,0.6104000806808472,-0.1094459816813469,0.5858637690544128,0.5537328720092773,-0.14533261954784393,0.5702708959579468,0.506190836429596,-0.172031432390213,0.5105236768722534,0.7081888318061829,-0.06306162476539612,0.46086740493774414,0.6083225607872009,-0.1023179441690445,0.4189443290233612,0.5517764091491699,-0.1470637172460556,0.3792063295841217,0.5049989223480225,-0.18134137988090515,0.43827617168426514,0.728091835975647,-0.0715559795498848,0.392605185508728,0.6393382549285889,-0.11648140102624893,0.35953760147094727,0.5858317613601685,-0.16565436124801636,0.3313983678817749,0.5416895151138306,-0.1986353099346161,0.3793964982032776,0.7592214345932007,-0.08904819190502167,0.34123820066452026,0.6894976496696472,-0.12934288382530212,0.31975704431533813,0.6462717056274414,-0.16375601291656494,0.3017899692058563,0.6067698001861572,-0.1890343725681305
19,0.31687196110210697,0.5288779735565186,0.9323723316192627,9.277837165200253e-09,0.6534852981567383,0.8844754099845886,-0.07241155952215195,0.7186278104782104,0.803653359413147,-0.11410780251026154,0.7363564968109131,0.7297959923744202,-0.15349386632442474,0.7536567449569702,0.6684163212776184,-0.1962129920721054,0.5973711013793945,0.7042676210403442,-0.05299930274486542,0.5968029499053955,0.6103828549385071,-0.09331464767456055,0.5874818563461304,0.5540571212768555,-0.12495125085115433,0.5742821097373962,0.5068491697311401,-0.1483282893896103,0.5090118050575256,0.7068326473236084,-0.05431497469544411,0.46361637115478516,0.6069578528404236,-0.08994922786951065,0.4252752661705017,0.5510576963424683,-0.12985046207904816,0.3883529305458069,0.504570722579956,-0.16005481779575348,0.43700361251831055,0.7269889116287231,-0.06530756503343582,0.39527958631515503,0.6367548704147339,-0.10742928087711334,0.36618393659591675,0.5833448171615601,-0.15127532184123993,0.3411599397659302,0.5399077534675598,-0.1798846572637558,0.3785008192062378,0.7586243748664856,-0.08466963469982147,0.34176185727119446,0.6874862909317017,-0.1229979544878006,0.3213803172111511,0.6434130668640137,-0.154033362865448,0.30489248037338257,0.6037943363189697,-0.1760735660791397
20,0.33354943273905996,0.5333895087242126,0.9358019828796387,1.2790406067608728e-08,0.6500070095062256,0.8850278854370117,-0.08254411071538925,0.7100439071655273,0.8023841381072998,-0.1287921667098999,0.7252548336982727,0.7294600605964661,-0.17298749089241028,0.745116651058197,0.669822096824646,-0.22087085247039795,0.5869602560997009,0.7042763233184814,-0.04849632829427719,0.5796864032745361,0.6110658049583435,-0.089406818151474,0.5668760538101196,0.5542162656784058,-0.12497637420892715,0.5516584515571594,0.5056788921356201,-0.1518225371837616,0.5010136365890503,0.7093560099601746,-0.04754343628883362,0.4499162435531616,0.6115527153015137,-0.08112791180610657,0.4082639217376709,0.5566421747207642,-0.12371616810560226,0.3686005473136902,0.5111473202705383,-0.15687577426433563,0.4314270615577698,0.7313018441200256,-0.05841886252164841,0.38592463731765747,0.6430194973945618,-0.099281445145607,0.35532259941101074,0.5907726883888245,-0.14531546831130981,0.32845133543014526,0.5471198558807373,-0.17683938145637512,0.37486690282821655,0.76483154296875,-0.07937256991863251,0.3334595859050751,0.6964678764343262,-0.11704938858747482,0.3126121163368225,0.6541841626167297,-0.14859795570373535,0.29466867446899414,0.6152316927909851,-0.17216956615447998
